race_id,position,positionText,points,grid,laps,status,driver_id,constructor_id,delta_pos,time
2023_21,3,3,15,11,50,Finished,perez,red_bull,8,+2.241
2023_21,4,4,12,16,50,Finished,ocon,alpine,12,+18.665
2023_21,5,5,10,19,50,Finished,stroll,aston_martin,14,+20.067
2023_21,6,6,8,12,50,Finished,sainz,ferrari,6,+20.834
2023_21,7,7,6,10,50,Finished,hamilton,mercedes,3,+21.755
2023_21,8,8,4,3,50,Finished,russell,mercedes,-5,+23.091
2023_21,9,9,2,9,50,Finished,alonso,aston_martin,0,+25.964
2023_21,10,10,2,18,50,Finished,piastri,mclaren,8,+29.496
2023_21,11,11,0,4,50,Finished,gasly,alpine,-7,+34.270
2023_21,12,12,0,5,50,Finished,albon,williams,-7,+43.398
2023_21,13,13,0,8,50,Finished,kevin_magnussen,haas,-5,+44.825
2023_21,14,14,0,14,50,Finished,ricciardo,alphatauri,0,+48.525
2023_21,15,15,0,17,50,Finished,zhou,alfa,2,+50.162
2023_21,16,16,0,6,50,Finished,sargeant,williams,-10,+50.882
2023_21,17,17,0,7,50,Finished,bottas,alfa,-10,+1:25.350
2023_21,18,18,0,20,46,Gearbox,tsunoda,alphatauri,2,
2023_21,19,19,0,13,45,Engine,hulkenberg,haas,-6,
2023_21,20,R,0,15,2,Accident,norris,mclaren,-5,
2023_22,1,1,26,1,58,Finished,max_verstappen,red_bull,0,1:27:02.624
2023_22,2,2,18,2,58,Finished,leclerc,ferrari,0,+17.993
2023_22,3,3,15,4,58,Finished,russell,mercedes,1,+20.328
2023_22,4,4,12,9,58,Finished,perez,red_bull,5,+21.453
2023_22,5,5,10,5,58,Finished,norris,mclaren,0,+24.284
2023_22,6,6,8,3,58,Finished,piastri,mclaren,-3,+31.487
2023_22,7,7,6,7,58,Finished,alonso,aston_martin,0,+39.512
2023_22,8,8,4,6,58,Finished,tsunoda,alphatauri,-2,+43.088
2023_22,9,9,2,11,58,Finished,hamilton,mercedes,2,+44.424
2023_22,10,10,1,13,58,Finished,stroll,aston_martin,3,+55.632
2023_22,11,11,0,15,58,Finished,ricciardo,alphatauri,4,+56.229
2023_22,12,12,0,12,58,Finished,ocon,alpine,0,+1:06.373
2023_22,13,13,0,10,58,Finished,gasly,alpine,-3,+1:10.360
2023_22,14,14,0,14,58,Finished,albon,williams,0,+1:13.184
2023_22,15,15,0,8,58,Finished,hulkenberg,haas,-7,+1:23.696
2023_22,16,16,0,20,58,Finished,sargeant,williams,4,+1:27.791
2023_22,17,17,0,19,58,Finished,zhou,alfa,2,+1:29.422
2023_22,18,18,0,16,57,Retired,sainz,ferrari,-2,
2023_22,19,19,0,18,57,+1 Lap,bottas,alfa,-1,
2023_22,20,20,0,17,57,+1 Lap,kevin_magnussen,haas,-3,
